Id,Predicted
200,18.345883034390106
201,24.032324323920104
202,42.969035571492974
203,30.61939598333738
204,34.79921802465296
205,21.13619013791302
206,41.80726957498982
207,31.641923730364525
208,31.536942712657314
209,23.444829808304
210,46.59088501036241
211,20.757634513210547
212,21.561031211152297
213,23.85565152682807
214,29.105850457102473
215,23.267488934784716
216,24.264640115626417
217,36.253237841389506
218,20.489880311503185
219,41.89442052180512
220,56.77168756498396
221,30.548184706668565
222,39.960417826963536
223,36.18791311885624
224,42.94883541222841
225,34.59527956026937
226,27.8346475582325
227,31.59844293006668
228,36.00743865143893
229,43.36862372298228
230,39.67115613955765
231,40.173190630450016
232,61.82803209673155
233,21.80526346288296
234,38.61181143908133
235,31.4744438063977
236,32.50680078785273
237,36.970995176402326
238,29.21072508119059
239,58.398839320046974
240,60.80177704144686
241,30.469888463295366
242,44.3745252025821
243,31.825871435418026
244,26.720002693023286
245,31.666280210692854
246,46.269550830737145
247,26.75996558986179
248,37.12580929175083
249,17.93130557297763
250,13.538466571726559
251,41.82147558847615
252,39.464335192951886
253,30.262858254641642
254,41.01716256459737
255,22.72046927364895
256,26.800592640746792
257,20.260561425400766
258,61.29835483145969
259,28.01929126368522
260,41.25883411616034
261,71.58491257081833
262,46.11277914245739
263,36.956409836436954
264,33.96787568410514
265,50.03955527738734
266,31.669412045166943
267,36.976783795218445
268,27.84687700760047
269,32.07920742139827
270,51.96106444062111
271,30.613275871805726
272,26.981917100284207
273,41.169382700693006
274,34.02139841093984
275,55.84856716643718
276,34.7117036890947
277,28.346149438704416
278,55.76554035478607
279,25.07172950608755
280,21.76563170128515
281,40.005086703787455
282,49.535503980628604
283,41.67651487102724
284,23.504223839500867
285,37.65666319654218
286,33.47597385794885
287,49.065611947031464
288,60.4509604144757
289,29.632968709950724
290,29.19993317439845
291,57.747505598417156
292,36.30873952403743
293,40.833826827585234
294,63.66920066203314
295,30.12871597130842
296,52.308244267654736
297,35.56576702462404
298,39.29113353074236
299,35.02392884003864
300,28.86247119675295
301,47.36056443929035
302,26.63082781197178
303,19.026973127471962
304,55.22290429950011
305,26.404815996810324
306,17.451202880476313
307,20.322721736476183
308,35.39206381640202
