,0
265,50.302961400488286
266,34.14118530748901
267,37.63438907594407
268,26.891770332879915
269,33.49684477734119
270,55.25856496202419
271,31.029335666449118
272,26.249062193457394
273,38.277685864621674
274,33.8000713275913
275,54.82717482874421
276,37.06582004611244
277,29.54157735801238
278,58.22308532875865
279,25.475348733548312
280,23.18739317468696
281,40.71200097094163
282,52.44591945082997
283,41.62878793846465
284,25.279805599368444
285,37.29717699103673
286,35.859840877557055
287,48.401810654651
288,63.129310268620344
289,30.16414281140354
290,29.934319441946784
291,57.102095404480814
292,35.55308873950548
293,39.309832965145624
294,65.46401602758866
295,30.401077961635952
296,51.64556293137994
297,36.20010228404063
298,38.578945992568286
299,35.21563480489395
300,30.241493333849174
301,47.92274929631752
302,22.834627588697607
303,17.30741851119555
304,56.34822517942241
305,27.90209972562281
306,16.309071793955123
307,22.55343226696587
308,36.688319021286105
